4,戦渦,1,Opening,ピアニー,あれ…ここは…夢の中…？私…夢を見ているのかしら。
4,戦渦,1,Opening,ピアニー,素敵。夢なら、このままのんびりしようっと…
4,戦渦,1,Opening,プルメリア,誰かと思えば…アルフの妖精がなぜこの悪夢の世界にいるのです？
4,戦渦,1,Opening,ピアニー,あなたは…プルメリア！私、気がついたらここにいたの。ここはどこ？あなたは何か知ってるの？
4,戦渦,1,Opening,プルメリア,この悪夢は…私たちの主、フレイヤ様が見ている夢です。
4,戦渦,1,Opening,ピアニー,フレイヤ様！だからなのね、すごく強い夢の力を感じる…
4,戦渦,1,Opening,プルメリア,当然です。あのフレイヤ様の悪夢なのですから。ピアニー、あなたのようなお花畑妖精が来るべきところではありません。
4,戦渦,1,Opening,ピアニー,お花畑…妖精？きゃっ、それってとっても素敵な名前！
4,戦渦,1,Opening,プルメリア,…はぁ。お子様には付き合っていられません。私はスカビオサを探します。
4,戦渦,1,Opening,ピアニー,あ、待って。それなら私も…？あそこに、誰か…
4,戦渦,1,Opening,アイト,あ、あの…あなたたちは…悪夢の女王フレイヤの…黒妖精…？
4,戦渦,1,Opening,プルメリア,あなたは何者です？
4,戦渦,1,Opening,アイト,私、私は…アイト。ご、ごめんなさい、私、あなたたちを…倒さないと…あの方のご命令は絶対だから…
4,戦渦,1,Opening,ピアニー,まって。命令って…誰の…？
4,戦渦,1,Opening,アイト,虚無の…王…
4,戦渦,1,Opening,ピアニー,！　虚無ってまさか…夢の世界をばらばらにしちゃう…あの怖くて悪い虚無のこと？
4,戦渦,1,Opening,プルメリア,私たち夢の世界の天敵です…
4,戦渦,1,Opening,アイト,だから、ごめんなさい…私は…あなたたちと戦わないと…
4,戦渦,1,Opening Supplement,フィヨルム,はぁ…、何という暑さ…す、少し日陰で休憩しましょう。それにしても、皆さんすごいですね。この日差しの中であんなに元気に泳いだり走ったり。スリーズ姉様やユルグも以前来たことがあるそうでこの暑さにも慣れた様子ですし。それに比べて私は…何だか眩暈までしてきたような…こ、これはいけません。横になるとしましょう。…………
4,戦渦,1,Opening Supplement,？？？,……この娘は……あなたもここに来ていたのですね。
4,戦渦,1,Ending Supplement,フィヨルム,……ああ……何だかひんやりと気持ちいい……ん？　これは…氷菓子…？どなたかが私のために置いて行ってくれたのでしょうか。何てお優しい……まだそんなに溶けていませんね。ということは、まだ近くにいらっしゃるはず。せめて一言お礼を…！
4,戦渦,1,Ending Supplement,スリーズ,あら？　フィヨルム。どこに行っていたの。捜していたのですよ。
4,戦渦,1,Ending Supplement,フィヨルム,スリーズ姉様！ちょうどいいところに。この氷菓子を私に下さった方を捜しているんです。
4,戦渦,1,Ending Supplement,ユルグ,あ！　フィヨルム姉様もニフル様に氷菓子もらったのね！
4,戦渦,1,Ending Supplement,フィヨルム,え…？　ニフル様…？
4,戦渦,1,Ending Supplement,スリーズ,ええ。私たちもいただいたの。ニフル様、以前来た時に召しあがった氷菓子がいたくお気に召したらしくて。たくさん買って私たちにもくださるのよ。余ったとか味がいまいちとか…いろいろと理由をつけて。ふふっ…
4,戦渦,1,Ending Supplement,フィヨルム,そうですか、ニフル様が…
4,戦渦,1,Ending Supplement,スリーズ,フィヨルムはお礼をいうためにニフル様を捜していたの？
4,戦渦,1,Ending Supplement,フィヨルム,そのつもりでしたけど…私が眠っている間にそっと置いて行かれたんです。きっと、何のことかとお認めにならないでしょうね。
4,戦渦,1,Ending Supplement,スリーズ,そうね、あの方のことだから…でも何もお礼をしないというのもね…
4,戦渦,1,Ending Supplement,ユルグ,いいこと考えた！あのね、浜辺にきれいなお花がたくさん咲いてるでしょ？あのお花で冠とか首飾りとか作ってニフル様にプレゼントするの！
4,戦渦,1,Ending Supplement,スリーズ,まあ、それはいい考えだわ。きっとお似合いになるでしょうね。
4,戦渦,1,Ending Supplement,フィヨルム,賛成です！さっそく作りに……と、その前に。まずこの氷菓子をいただきましょう。溶けてしまってはもったいないですから。
4,戦渦,1,Ending Supplement,スリーズ,ふふっ、そうね。ああフィヨルム、あまり急いで食べると…
4,戦渦,1,Ending Supplement,フィヨルム,！？　あ、頭が…いたたたた……
4,戦渦,1,Ending Supplement,ユルグ,あははっ、フィヨルム姉様ったら！今年はフィヨルム姉様もいっしょでたのしーな！来年はフリーズ兄様も来られるといいね！
4,戦渦,1,Ending,アイト,…あぅ…やっぱり…私なんかじゃ…でも…命令に従わないと……ぐすっ…
4,戦渦,1,Ending,ピアニー,もうやめて、争うのはおしまいにしましょ？
4,戦渦,1,Ending,ピアニー,それよりもっと教えて、あなたのこと。ちゃんとお話しすれば、きっとなんとかなるわ。
4,戦渦,1,Ending,アイト,私のこと…？私は…虚無の王の…あの方の…しもべ…あの方は、あなたたち妖精を滅ぼせって…悪夢の女王フレイヤを蘇らせはしないって…
4,戦渦,1,Ending,プルメリア,！
4,戦渦,1,Ending,ピアニー,蘇らせる…？
4,戦渦,1,Ending,プルメリア,…私とスカビオサはずっと、眠りにつかれたフレイヤ様がお目覚めになる方法を探していました。…そして、ついに手に入れたのです。もうすぐフレイヤ様はお目覚めになる…そのはずでした。
4,戦渦,1,Ending,アイト,だから、あの御方はここへ来たの。悪夢の女王フレイヤを完全に滅ぼし、人のすべての夢を虚無にするために…
