9,10,1,Opening,ヴァーリ,…ぅっ…く…お姉様…待ってて…あたしが…仇を…
9,10,1,Opening,ヘイムダル,素晴らしい。ヴァ―リ、君はまた強くなった。君の心に宿る復讐の炎は、決して消えることなく、いずれ君の仇を焼き尽くすだろう…
9,10,1,Opening,ヴァーリ,ヘイムダル！お姉様の仇は今どこ！？今すぐ教えて！
9,10,1,Opening,ヘイムダル,ああ、もちろんだとも。彼らがいつどこへ向かうか…その思惑は、私はすでに読めている。彼らは君を脅威に感じ、ひそかに迂回路を通って、天の神殿に向かう…この先の谷が、待ち伏せにはちょうどいいだろうね。
9,10,1,Beginning of the battle,ヴァーリ,見つけた！逃しはしないわ、お姉様の仇！ここがあなたたちの墓場よ！
9,10,1,Beginning of the battle,ロキ,あらん。また見つかっちゃったわねえ。
9,10,1,Beginning of the battle,アンナ,く…みんな、戦闘態勢よ！
9,10,1,Stage Clear,ヴァーリ,今はまだ、力が足りない…仇を討つのは、次か、その次…力がみなぎっていく…お姉様、見ていて。あたしが絶対仇を討つから！
9,10,5,Beginning of the battle,ヴァーリ,逃がさないわ、お姉様の仇！今度こそあなたたちの運の尽きよ！
9,10,5,Beginning of the battle,ロキ,また来たわね。復讐の神は決して諦めない。復讐を果たすその時まで…
9,10,5,Stage Clear,ヴァーリ,まだよ…！何度でも何度でも、復讐を果たすまで…！
9,10,5,Stage Clear,バルドル,──ヴァーリ、おやめなさい。
9,10,5,Stage Clear,ヴァーリ,え…？お、お姉様…！？
9,10,5,Stage Clear,バルドル,武器を下ろすのです。その人間たちを傷つけてはなりませんわ。
9,10,5,Stage Clear,ヴァーリ,どうして！？あたしはお姉様の仇を…！
9,10,5,Stage Clear,バルドル,この人間たちは、無実です。私たちは、偽りの罪で、偽りの裁きを下そうとしていたのですわ。
9,10,5,Stage Clear,ヴァーリ,え…？
9,10,5,Stage Clear,バルドル,私とヘズは、父上に無断で…父上がすべての知識を蓄える鴉の間へと入りました。そこで、鴉たちが集めてきた疑わしき罪の数々を調べました。
9,10,5,Stage Clear,ヘズ,それで、わかったの…父上が仰っていたような人間たちの罪や疑いは…何もなかった。
9,10,5,Stage Clear,ヴァーリ,で、でも、どうして？鴉が人間たちの許しがたい罪を見た…お父様はそう仰ってたのに…
9,10,5,Stage Clear,バルドル,…わかりません。ですが、これだけははっきりしていますわ。私たち天の神々は、真実と正義のもとにあらねばなりません。無実の人間に罪を着せることは…あってはならないことですわ。たとえ力を失おうと、父上からどんな罪を下されることになろうと…私は天日の神。真実と正義を曲げはしませんわ。
9,10,5,Stage Clear,ヴァーリ,お姉様…素敵っ！やっぱり、お姉様は誰よりも強くて美しいわ！
9,10,5,Ending,バルドル,ミズガルズの人間たちよ。
9,10,5,Ending,アルフォンス,…………
9,10,5,Ending,バルドル,あなたたちを疑ったこと…本当に申し訳ありませんでした。私が間違っていましたわ。謝ってすむことではありません。どのような償いでも…させていただきますわ。まずは、あなたたちをもとの世界へ…
9,10,5,Ending,アルフォンス,…それはまだ、待ってほしい。
9,10,5,Ending,シャロン,わたしたち、ルーンさんを助けないといけないんです。
9,10,5,Ending,アルフォンス,僕たちは天の神殿に向かう。君たちの父…天の王と戦うことになるだろう。
9,10,5,Ending,バルドル,…父上と…私たち神々でさえ恐れる天の王と戦うというのですか？トールが言っていた通りですわね…あなたたち人間は、神々よりも強き心を持っています。
9,10,5,Ending,アルフォンス,…………
9,10,5,Ending,バルドル,私たちは天の王の臣下。天の王に背くことはできませんわ。けれど、天の神々である父上と私たちが真実を歪めてしまったことは事実…その償いとして、私、ヘズ、ヴァーリは、あなた方に危害を加えないことを誓いましょう。それから、私にできることがあれば…
9,10,5,Ending,アルフォンス,それなら…君に一つだけ、聞きたいことがある。君たちの父、天の王アルフォズルについて。僕の考えが正しければ…アルフォズルという名は、生まれついてのものではなく…後にそう呼ばれるようになったのでは？
9,10,5,Ending,バルドル,ええ。その通りですわ。父上はかつてみずからの片目を捧げ、偉大なる魔道の知識を得ました。そして神々を超越せし神…アルフォズルの名で呼ばれるようになったのですわ。
9,10,5,Ending,アルフォンス,ありがとう。これで、進むべき道が見えた気がするよ。では、行こう。天の王が待つ、天の神殿へ…
