9,5,1,Opening,ヘズ,聞こえる…人の子たちの声…やっぱりあっちに向かってる…うーん、手分けして何か探してるみたい…あれって、やっぱり…
9,5,1,Opening,バルドル,…ヤドリギを探しているのですわ。
9,5,1,Opening,ヘズ,姉様！？わ、びっくりした。姉様、聞いて。さっき、人の子たちとロキが話してるのを聞いたの。ヤドリギっていって、姉様の力を…
9,5,1,Opening,バルドル,しっ。お静かにしなさい。
9,5,1,Opening,ヘズ,え…？
9,5,1,Opening,バルドル,たとえあなたでも、私の唯一の弱点を口にすることは許しませんわ。万が一にも、誰かに盗み聞きされることがあってはなりませんもの。
9,5,1,Opening,ヘズ,あ…そ、そうだよね、ごめんなさい姉様…
9,5,1,Opening,バルドル,…ですが、お手柄ですわ、ヘズ。ほめてさしあげますわ。あなたにも秘密にしていましたが、ヤドリギとトネリコのことは、私も既に知っていましたわ。
9,5,1,Opening,ヘズ,え？そ、そうだったの？さすが姉様…なんでもご存じなんだ…
9,5,1,Opening,バルドル,当然ですわ。それこそが、完璧無比なる私の唯一の弱点ですもの。ヤドリギは天の如く白き宝珠…トネリコは地の如く黒き宝珠…私は父上からそう教えられました。
9,5,1,Opening,ヘズ,じゃあ、その宝珠を先に見つければ…
9,5,1,Opening,バルドル,ええ、咎人を追い、彼らより先に見つけ出すのです。白きヤドリギの宝珠を得れば、私の加護を破るものはもう何者も存在しない。黒きトネリコの宝珠を得れば、たとえ咎人がヤドリギを使おうと、私の加護は蘇る。どちらを見つけても、私たちの勝ちなのですわ。
9,5,1,Opening,ヘズ,すごい…さすが姉様、完璧だと思う。
9,5,1,Opening,バルドル,ふっ、当然ですわ。ですがヘズ、このお話は、今、この場限り。今後一切、口にしてはなりませんわ。この話は私の唯一の弱点…完璧な私にあってはならないもの。よろしいですわね？
9,5,1,Opening,ヘズ,う、うん。姉様がそう言うなら、もちろんそうする。
9,5,1,Beginning of the battle,ルーン,この奥です。近くにヤドリギがあるはずです。それに、トネリコも…
9,5,1,Beginning of the battle,アンナ,じゃあ行きましょう。ロキ、あなたも…ってあれ？ロキは？
9,5,1,Beginning of the battle,シャロン,あれ、そうですね。いつの間にかどこかに…
9,5,1,Beginning of the battle,ロキ,あらん、ごめんなさい。トールと一緒に、ちょっとした野暮用で…ねえ。
9,5,1,Beginning of the battle,アンナ,…怪しいわね。一体どこで何をしてたの？
9,5,1,Beginning of the battle,ロキ,あらん、知りたいの？私とトールが、二人でどんないやらしいことをしてたのか…
9,5,1,Beginning of the battle,アルフォンス,…いいよ。どのみち、君が正直に答えてくれるとは思っていない。
9,5,1,Beginning of the battle,ロキ,良かったわ、じゃ、先へ進みましょ。ヤドリギだけは見つけたいわねえ。あのバルドルに恥ずかしい屈辱を味わわせてあげたいわ…
9,5,1,Ending,ヘズ,人間たちはあっちに向かってる…あのあたりに宝珠があるのかな…？えっと、確か…ヤドリギは天の如く白き宝珠…トネリコは地の如く黒き宝珠…どっちかを見つければいいんだよね。私、目が悪いから探すのは苦手だけど…でも見つけたら…姉様に褒めてもらえるかも。うん、がんばろう。
9,5,5,Beginning of the battle,ルーン,…創世の文字によると、このあたりです。きっと、この近く…すぐ近くに…あ…みてください、あの奥…！
9,5,5,Beginning of the battle,アルフォンス,！ あれは…
9,5,5,Beginning of the battle,ロキ,天の如く白き宝珠…ヤドリギを見つけたようねえ。
9,5,5,Ending,ロキ,うふふ、ありがとルーン。これで、ヤドリギは私の手の中…あの高慢なバルドルお嬢様を、どんなふうに弄んであげようかしら…
9,5,5,Ending,シャロン,…し、心配です。
9,5,5,Ending,アンナ,まったくだわ。敵に回すよりはいいけど、味方に回しても安心できないわね。
9,5,5,Ending,アルフォンス,………
9,5,5,Ending,ロキ,あらん？どうしたの王子様。浮かない顔ねえ？せっかくバルドルを討つ方法が手に入ったっていうのに。ヤドリギと対をなすという、トネリコが見つかっていない…それが気になる。
9,5,5,Ending,アンナ,できればもっと探索を続けたいけれど…難しいわね。偵察から報告よ。バルドルの軍勢がこちらに近づいてきてるわ。
9,5,5,Ending,アルフォンス,もし、敵がトネリコを手に入れてたとしたら…この戦いは…
9,5,5,Ending,ロキ,うふふ、心配性ねえ。大丈夫よ。さあ、にっくきバルドルがまもなくここへ来るわ。対決の準備をしましょ？(暗転)
9,5,5,Ending,ヘズ,地の如く黒き宝珠…あった。これがトネリコ…これさえあれば、姉様の加護を蘇らせることができる…だったよね。もし、人間たちがヤドリギを手にしていたら…姉様を倒す希望を持ってしまう。そうしたら、人間たちはもう逃げない。姉様に勝てると信じて、戦いを挑んでしまう…その希望を、私が奪ってしまうとも知らずに…
9,6,1,Opening,ロキ,ヤドリギの宝珠はここに。バルドルと戦う準備は整ったわ。さあ、あの高飛車なお嬢様にたっぷりとおしおきしてあげましょう？
9,6,1,Opening,アルフォンス,ロキ…君の策を聞きたい。
9,6,1,Opening,ロキ,バルドルはこちらへ向かっているわ。私たちはこの先の…最果ての森の中心で迎え撃つ。そこが、ヤドリギの宝珠の力を最も引き出せる場所なの。バルドルがのこのこやってきたら…私が宝珠を使って、バルドルを丸裸にしてあげる。
9,6,1,Opening,アルフォンス,けれど、もし敵がヤドリギに対抗できるというトネリコを手に入れていたら…
9,6,1,Opening,ロキ,うふふ、そうねえ…でも大丈夫。その時の策も考えてあるわ。
9,6,1,Opening,アルフォンス,その策とは？
9,6,1,Opening,ロキ,ひ、み、つ。
9,6,1,Opening,アルフォンス,………
9,6,1,Opening,ルーン,あ、あの…！すみません…
9,6,1,Opening,ロキ,あらルーン。どうしたの、浮かない顔ねえ？
9,6,1,Opening,ルーン,さっき、ぼくヤドリギの宝珠を調べていて…そうしたら…読むことができたんです。この宝珠の使い手について…ヤドリギとトネリコには、呪いを破る力、癒す力があります…けれど、宝珠を使えるのは…呪いをかけた術者か、その血を引く者…
9,6,1,Opening,シャロン,え…つまりそれって…
9,6,1,Opening,ロキ,呪いをかけた術者は、天の王…その血を引く者は、娘…バルドル、ヘズたちになるかしらね。
9,6,1,Opening,アルフォンス,つまり、バルドルたちにしか宝珠は使えない…？
9,6,1,Opening,アンナ,え？ちょ、ちょっと待って？じゃあ、ロキ。あなたはヤドリギを使えないってこと？
9,6,1,Opening,ロキ,ルーンの読み解いた文字に誤りはないわ。そういうことになるわねえ。
9,6,1,Opening,アンナ,ちょ…ちょっと！？じゃあどうするの！？ヤドリギがどんなにすごい宝珠でも、使えないんじゃないのと一緒じゃない！
9,6,1,Opening,ロキ,…そうねえ。まあまあ、でも大丈夫よ。私の策は一つじゃないわ。ちゃんと他の手も用意してあるから。安心して？
9,6,1,Opening,アンナ,ほ、本当でしょうね…？もうバルドルがそこまで迫ってるわ。今からじゃ撤退する猶予もないのよ。
9,6,1,Opening,ロキ,あらん。もしかして疑ってる？そうねえ、私は偽りの策を立てて、あなたたちを陥れる気かも…大丈夫よ。ねえ王子様、私を信じて？
9,6,1,Opening,アルフォンス,…悪いけど、君のことは信じられない。けれど…君の策がバルドルを欺く…そのことなら、信じてもいい。
9,6,1,Opening,ロキ,うふ、ありがと…
9,6,1,Ending,ヘズ,人の子たちとロキの話…私、耳が良いから全部聞こえてるんだけど…ロキ、どうするつもりなのかな？ロキのことだし、本当に他の策があるのかも…
9,6,1,Ending,バルドル,ヘズ、咎人たちはどこですの？
9,6,1,Ending,ヘズ,あ、姉様。えっと、あっち。あの木々の奥に…
9,6,1,Ending,バルドル,今度こそ逃しはしませんわ。天にかわって、叩き潰してさしあげますわ！
9,6,1,Ending,ヘズ,う、うん。姉様ならきっと、負けるはずないよね。それに、もし姉様に万が一のことがあっても、私…
9,6,1,Ending,バルドル,この私に万が一などあり得ませんわ。ヘズ、あなたは私の凱旋をお待ちなさい。
9,6,1,Ending,ヘズ,う、うん…姉様…
9,6,5,Opening,ヘズ,え、な、なにこれ？すごい煙…けほっ、こほっ。
9,6,5,Opening,バルドル,森に火をつけたんですの…？どこまでも愚かですわ。炎など私には通じませんのに。
9,6,5,Opening,ヘズ,えっと、これはたぶん…枯草をたくさん燃やしてるだけみたい。このたくさんの煙を出すために…けほっけほっ…煙のせいで…人の子たちの姿も全然見えないし…けほっ。
9,6,5,Opening,バルドル,煙幕…？こそこそ隠れる咎人にお似合いの策ですわね。私は逃げも隠れも致しませんわ！全員捕まえて裁きの場に引きずり出してさしあげますわ！
9,6,5,Opening,ヘズ,あ、姉様…
9,6,5,Beginning of the battle,ロキ,エクラ、もうすぐよ。もうすぐ、私の策が満ちる…だから、あとちょっとだけ、生き延びてしょうだい、ねえ？
9,6,5,Stage Clear,バルドル,咎人たち、観念なさい！天の意思たる私に逆らうことはできないのですわ。
9,6,5,Stage Clear,ロキ,あらん。それはどうかしらねえ？
9,6,5,Stage Clear,バルドル,ロキ…！あなた、やはり裏切りを…！
9,6,5,Stage Clear,ロキ,ええ。あなたを骨抜きにしちゃう策も着々と進行中よ。うふふ、これはヤドリギの宝珠。これで、あなたはただのか弱い少女へ堕ちる…さあ。宝珠よ、その力を解き放ちなさい…？(明転)
9,6,5,Ending,ヘズ,き、聞こえた…そんな、ロキがヤドリギを…？父上の血を引いてないロキは使えないって言ってたのに…いったい、どうやって…？い、今どうなってるの…？煙でぜんぜん見えない…けほっ。姉様が勝つはず…姉様が負けるはずない…でも…見えないと不安になるよ…姉様…
9,6,5,Ending,バルドル,…ああ…ヘズ…
9,6,5,Ending,ヘズ,！？姉様…？ど、どうしたのそのお姿…姉様の…天の加護が…消えてる…な、何があったの…？
9,6,5,Ending,バルドル,ヤドリギ…ですわ…そのせいで…私の加護が…消えて…ヘズ、トネリコを…私の加護が…失われる…前に…
9,6,5,Ending,ヘズ,う、うん…！宝珠よ、その力を解き放って…！(明転)
9,6,5,Ending,ヘズ,う、うまくいった…？
9,6,5,Ending,バルドル,ああ、ヘズ…ああ…よくやりましたわ。
9,6,5,Ending,ヘズ,良かった…姉様の加護、元通りに…えへ…ありがとう。私も、姉様のお役に立てたかな？
9,6,5,Ending,バルドル,ええ、ヘズ。とても感謝していますわ。だって…あなたのおかげで、バルドルを倒せるんだから、ねえ？
9,6,5,Ending,ヘズ,え…？(明転)
9,6,5,Ending,ロキ,うふふ…
9,6,5,Ending,ヘズ,姉様…じゃない…あなた…ロキ…？ど、どういうこと…？いったい、なにが…
9,6,5,Ending,ロキ,私がヤドリギを使い、あなたはトネリコを使った…あなたはそう思っているでしょう？でもね、それは逆なの。あなたがトネリコだと思ってたそれは、実はヤドリギなの。
9,6,5,Ending,ヘズ,これが、ヤドリギ…？ううん、そんなはずない。だって、姉様も言ってたもの…ヤドリギは天の如く白き宝珠…そして…
9,6,5,Ending,ロキ,トネリコは地の如く黒き宝珠…ええ、あの時、あなたにそう教えてあげたわ。バルドルに化けた私が、ねえ？
9,6,5,Ending,ヘズ,…！？じ、じゃあ、もしかして…わ、私が今、姉様を助けるために…使ったのは…
9,6,5,Ending,ロキ,ええ。バルドルの加護を剥がすヤドリギの宝珠…姉様の無敵の力を今、奪っちゃったのは…あなたってこと。
9,7,1,Beginning of the battle,バルドル,あ…ああ…私の光が…消えて…いく…
9,7,1,Beginning of the battle,ロキ,ご覧の通り、バルドルの加護は失われたわ。あとはやりたい放題、ねえ…？
9,7,1,Stage Clear,バルドル,あああっ…！い、痛い…こんな…私が…こんな目に…
9,7,1,Stage Clear,ロキ,うふふ。生まれてから一度も傷を負ったことのないバルドルは痛みに弱い…ちょっと怪我しただけで悲鳴を上げて逃げ出すかよわいお姫様になっちゃったわね。追いかけましょう。うふふ、高飛車お嬢様もああなると哀れなものねえ？
9,7,1,Ending,バルドル,…ああ…こんな…
9,7,1,Ending,ヘズ,ま、待って、姉様！
9,7,1,Ending,バルドル,ヘズ…？
9,7,1,Ending,ヘズ,ごめんなさい、姉様…全部、私が…
9,7,1,Ending,バルドル,ああ…ヘズ。助けに来て…くれたのですわね。こんな姿になった私のために…ありがとう、ヘズ…
9,7,1,Ending,ヘズ,あ…姉様は知らないんだ…私が…
9,7,1,Ending,バルドル,私は…私は天の加護を失いましたわ…戦えば、傷つけられ、そして死ぬ…ああ…
9,7,1,Ending,ヘズ,姉様…こ、こっち！一緒に逃げよう。ロキたちが追ってこないうちに…大丈夫、姉様のことは私が守るから…！
9,7,5,Beginning of the battle,バルドル,あ…ああ…
9,7,5,Beginning of the battle,ロキ,さあ、追い詰めたわよ、バルドル。今までの生意気な態度をたっぷり反省させてあげる。
