6,戦渦,1,Opening,シャロン,はぁー！いいお天気ですね。我がアスク王国は今日も平和です。ねっ、アシュさん！
6,戦渦,1,Opening,アシュ,おっしゃる通りでございます。誠によい日和で、まるでこのアスク王国の繁栄を祝福しているが如くででありまして…
6,戦渦,1,Opening,シャロン,と、ところでアシュさん。体調はいかがですか？
6,戦渦,1,Opening,アシュ,お気遣い痛み入ります。おかげさまで最近は至って穏やかに過ごしております。
6,戦渦,1,Opening,シャロン,よかった…！以前の戦いでは無理をさせてしまいましたけど、もうアシュさんに負担を強いるようなことはさせませんから！
6,戦渦,1,Opening,アシュ,私としては皆さまのお役に立つことが使命というか生きがいでございますから、その為になら無理も厭わないところですが…
6,戦渦,1,Opening,シャロン,ダメです！アシュさんに何かあったらわたしたち、アスク様に顔向けできません。アスク様だって、アシュさんが自分を犠牲にするようなことはお望みじゃありませんよ。
6,戦渦,1,Opening,アシュ,アスク様が…なるほど確かに、仰る通りですね。アスク様の御心に背くような真似は私と致してましても避けたいところであります。
6,戦渦,1,Opening,シャロン,約束ですよ！無理はしないって。あっても、無理のない範囲ではこれからもわたしたちを助けてくれると嬉しいです！
6,戦渦,1,Opening,アシュ,それはもちろん。喜んでご奉仕させていただきます。
6,戦渦,1,Opening,シャロン,ありがとうございます！とっても心強いです。実はここだけの話ですが…お兄様とアンナ隊長から不穏な話を聞いたんです。
6,戦渦,1,Opening,アシュ,不穏な…？どのようなお話でしょうか？
6,戦渦,1,Opening,シャロン,なんでも、異界のアスク王国が次々と謎の戦士に襲われているそうなんですよ！
6,戦渦,1,Opening,アシュ,それはまた物騒な。ということは、このアスク王国もその謎の戦士なる方に襲われる可能性があると…
6,戦渦,1,Opening,シャロン,そうなんです！なのでわたしもこうやって、お散歩と見せかけて何か異変がないか城の周囲を見回っているんですよ。
6,戦渦,1,Opening,アシュ,ああ、それで私めをお散歩に誘ってくださったのですね。しかしながら、お散歩に見せかける必要はあるのでしょうか？
6,戦渦,1,Opening,シャロン,それはほら、敵を欺くにはまず味方からって言いますし！(画面がフラッシュ)
6,戦渦,1,Opening,シャロン,！？な、なんですか！？
6,戦渦,1,Opening,？？？,…………
6,戦渦,1,Opening,アシュ,え…？あ、あの…あなたはどちら様でしょうか？
6,戦渦,1,Opening,？？？,…アスクはどこだ？
6,戦渦,1,Opening,シャロン,え？ええっと…アスク王国ならここですよ。わたしは王女のシャロン…
6,戦渦,1,Opening,？？？,！！王女…王女なら何でもわかるだろ！？アスクを出せ！
6,戦渦,1,Opening,シャロン,ええっ！？わかるって何がですか！？出せって言われても…
6,戦渦,1,Opening,アシュ,あのー、偕越ながら口を挟ませていただきますが、この方のおっしゃるアスクというのはもしかすると国名ではなくて…
6,戦渦,1,Opening,？？？,ごちゃごちゃうるせえ！出せねえってなら腕ずくで出させてやる！
6,戦渦,1,Opening,シャロン,ええーっ！？ま、待ってくださいーっ！！！
