6,戦渦,2,Opening,シャロン,着きましたー！ここがメリアエさんの故郷である異界ですね！…って…あれ……？
6,戦渦,2,Opening,メリアエ,ここが…あたしの故郷…？お前たちのアスク王国とは全然違う……
6,戦渦,2,Opening,アシュ,これはまた、何という荒れ具合…あの立派なアスク城すら見る影もなく…やはり、何か大変なことが起こったのでございましょう。その影響でメリアエさんは異界に飛ばされてしまったのでは…
6,戦渦,2,Opening,シャロン,と、とにかく何が起こったのか調べましょう！誰か―！いませんかー！？
6,戦渦,2,Opening,？？？,…………
6,戦渦,2,Opening,アシュ,！！な、何やら異様な気配が致します…！お姿は見えません…ですが、すぐ近くにおられます。大変大きな力を感じております…この力はまさか…アスク様と同じ…神の…
6,戦渦,2,Opening,シャロン,えっ？ええっ！？
6,戦渦,2,Opening,？？？,あなた…アスク…？
6,戦渦,2,Opening,シャロン,はい？
6,戦渦,2,Opening,アシュ,あの、恐れながらあなた様のお名前は…？
6,戦渦,2,Opening,ヴァニタス,…ヴァニタス…あなたも…あなたも…アスクを感じる…
6,戦渦,2,Opening,アシュ,こ、このお方、私たちがアスク様の眷属だと見抜いていらっしゃる…！？
6,戦渦,2,Opening,メリアエ,…だったらどうした。あたしたちはこの国の守護神、アスクを探している。アスクはどこにいるか、お前は知ってるのか？
6,戦渦,2,Opening,ヴァニタス,アスクはもういない…
6,戦渦,2,Opening,メリアエ,！？なんだと！？
6,戦渦,2,Opening,ヴァニタス,この国はわたしのもの…アスクはもういらない…アスクは…殺すの……！(画面がフラッシュ)
6,戦渦,2,Opening,シャロン,きゃああっ！？
6,戦渦,2,Opening,アシュ,お気を付けください！やはりこのお方、只者ではありません…！！
